0,0.994581,0.103962
0.206785,0.972847,0.103962
0.404533,0.908595,0.103962
0.5846,0.804633,0.103962
0.739118,0.665505,0.103962
0.861333,0.497291,0.103962
0.945903,0.307343,0.103962
0.989133,0.103962,0.103962
0.989133,-0.103962,0.103962
0.945903,-0.307343,0.103962
0.861333,-0.497291,0.103962
0.739118,-0.665505,0.103962
0.5846,-0.804633,0.103962
0.404533,-0.908595,0.103962
0.206785,-0.972847,0.103962
0,-0.994581,0.103962
-0.206785,-0.972847,0.103962
-0.404533,-0.908595,0.103962
-0.5846,-0.804633,0.103962
-0.739118,-0.665505,0.103962
-0.861333,-0.497291,0.103962
-0.945903,-0.307343,0.103962
-0.989133,-0.103962,0.103962
-0.989133,0.103962,0.103962
-0.945903,0.307343,0.103962
-0.861333,0.497291,0.103962
-0.739118,0.665505,0.103962
-0.5846,0.804633,0.103962
-0.404533,0.908595,0.103962
-0.206785,0.972847,0.103962
0,0.951553,0.307485
0.197839,0.930759,0.307485
0.387031,0.869287,0.307485
0.559309,0.769823,0.307485
0.707142,0.636713,0.307485
0.824069,0.475777,0.307485
0.904981,0.294046,0.307485
0.94634,0.099464,0.307485
0.94634,-0.099464,0.307485
0.904981,-0.294046,0.307485
0.824069,-0.475777,0.307485
0.707142,-0.636713,0.307485
0.559309,-0.769823,0.307485
0.387031,-0.869287,0.307485
0.197839,-0.930759,0.307485
0,-0.951553,0.307485
-0.197839,-0.930759,0.307485
-0.387031,-0.869287,0.307485
-0.559309,-0.769823,0.307485
-0.707142,-0.636713,0.307485
-0.824069,-0.475777,0.307485
-0.904981,-0.294046,0.307485
-0.94634,-0.099464,0.307485
-0.94634,0.099464,0.307485
-0.904981,0.294046,0.307485
-0.824069,0.475777,0.307485
-0.707142,0.636713,0.307485
-0.559309,0.769823,0.307485
-0.387031,0.869287,0.307485
-0.197839,0.930759,0.307485
0,0.867876,0.496782
0.224623,0.838303,0.496782
0.433938,0.751602,0.496782
0.613681,0.613681,0.496782
0.751602,0.433938,0.496782
0.838303,0.224623,0.496782
0.867876,0,0.496782
0.838303,-0.224623,0.496782
0.751602,-0.433938,0.496782
0.613681,-0.613681,0.496782
0.433938,-0.751602,0.496782
0.224623,-0.838303,0.496782
0,-0.867876,0.496782
-0.224623,-0.838303,0.496782
-0.433938,-0.751602,0.496782
-0.613681,-0.613681,0.496782
-0.751602,-0.433938,0.496782
-0.838303,-0.224623,0.496782
-0.867876,0,0.496782
-0.838303,0.224623,0.496782
-0.751602,0.433938,0.496782
-0.613681,0.613681,0.496782
-0.433938,0.751602,0.496782
-0.224623,0.838303,0.496782
0,0.745996,0.665951
0.193078,0.720576,0.665951
0.372998,0.646051,0.665951
0.527499,0.527499,0.665951
0.646051,0.372998,0.665951
0.720576,0.193078,0.665951
0.745996,0,0.665951
0.720576,-0.193078,0.665951
0.646051,-0.372998,0.665951
0.527499,-0.527499,0.665951
0.372998,-0.646051,0.665951
0.193078,-0.720576,0.665951
0,-0.745996,0.665951
-0.193078,-0.720576,0.665951
-0.372998,-0.646051,0.665951
-0.527499,-0.527499,0.665951
-0.646051,-0.372998,0.665951
-0.720576,-0.193078,0.665951
-0.745996,0,0.665951
-0.720576,0.193078,0.665951
-0.646051,0.372998,0.665951
-0.527499,0.527499,0.665951
-0.372998,0.646051,0.665951
-0.193078,0.720576,0.665951
0,0.593673,0.804707
0.203048,0.55787,0.804707
0.381605,0.45478,0.804707
0.514136,0.296836,0.804707
0.584654,0.10309,0.804707
0.584654,-0.10309,0.804707
0.514136,-0.296836,0.804707
0.381605,-0.45478,0.804707
0.203048,-0.55787,0.804707
0,-0.593673,0.804707
-0.203048,-0.55787,0.804707
-0.381605,-0.45478,0.804707
-0.514136,-0.296836,0.804707
-0.584654,-0.10309,0.804707
-0.584654,0.10309,0.804707
-0.514136,0.296836,0.804707
-0.381605,0.45478,0.804707
-0.203048,0.55787,0.804707
0,0.418606,0.908168
0.209303,0.362523,0.908168
0.362523,0.209303,0.908168
0.418606,0,0.908168
0.362523,-0.209303,0.908168
0.209303,-0.362523,0.908168
0,-0.418606,0.908168
-0.209303,-0.362523,0.908168
-0.362523,-0.209303,0.908168
-0.418606,0,0.908168
-0.362523,0.209303,0.908168
-0.209303,0.362523,0.908168
0,0.238365,0.971176
0.20643,0.119182,0.971176
0.20643,-0.119182,0.971176
0,-0.238365,0.971176
-0.20643,-0.119182,0.971176
-0.20643,0.119182,0.971176
0,0,1